Name,Pos,City,State,Height,Weight,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank,Stars,School
Taurean Ferguson,CB,Jonesboro,GA,5'9'',175.0,74.0,Vanderbilt,42,,,2013,Vanderbilt,708,271,,
Tommy Openshaw,K,Saint John's,FL,6'2'',165.0,68.0,Vanderbilt,NR,,,2013,Vanderbilt,,,,
C.J. Duncan,ATH,Montgomery,AL,5'10'',170.0,,Vanderbilt,,,,2013,Vanderbilt,,,,
Nifae Lealao,DT,Sacramento,CA,6'6'',280.0,Vanderbilt,,20,36,26,2014,Vanderbilt,,,82.0,
Dallas Rivers,RB,Stone Mountain,GA,6'0'',203.0,Vanderbilt,,24,,,2014,Vanderbilt,,,82.0,
Wade Freebeck,QB,Fort Lauderdale,FL,6'4'',180.0,Vanderbilt,,,,,2014,Vanderbilt,,,80.0,
Rashad Canty,WR,Riverdale,GA,6'3'',201.0,Vanderbilt,,69,,,2014,Vanderbilt,,,79.0,
Bailey Granier,OT,Galliano,LA,6'6'',350.0,Vanderbilt,,29,245,24,2014,Vanderbilt,,,79.0,
Cole Hardin,OT,Florence,AL,6'4'',285.0,Vanderbilt,,45,290,23,2014,Vanderbilt,,,78.0,
Bryce Lewis,CB,Lilburn,GA,6'0'',166.0,Vanderbilt,,30,,,2014,Vanderbilt,,,78.0,
Ronald Monroe,QB,Richmond,TX,6'4'',188.0,Vanderbilt,,23,,,2014,Vanderbilt,,,77.0,
Emmanuel Smith,S,Murfreesboro,TN,6'2'',200.0,Vanderbilt,,59,360,19,2014,Vanderbilt,,,77.0,
Trent Sherfield,S,Danville,IL,6'2'',185.0,Vanderbilt,,143,,32,2014,Vanderbilt,,,75.0,
Sekou Clark,DE,Denton,TX,6'3'',233.0,Vanderbilt,,111,,,2014,Vanderbilt,,,74.0,
Hawkins Mann,DE,Burbank,CA,6'4'',220.0,Vanderbilt,,112,,,2014,Vanderbilt,,,74.0,
Tre Herndon,CB,Ooltewah,TN,6'0'',173.0,Vanderbilt,,63,517,26,2014,Vanderbilt,,,74.0,
Bruno Reagan,DT,Clarksville,TN,6'3'',291.0,Vanderbilt,,102,,,2014,Vanderbilt,,,74.0,
Tre Tarpley,S,Pittsburgh,PA,6'0'',191.0,Vanderbilt,,106,,,2014,Vanderbilt,,,74.0,
Khari Blasingame,S,New Market,AL,6'1'',198.0,Vanderbilt,,129,714,58,2014,Vanderbilt,,,71.0,
Ladarius Wiley,S,Los Angeles,CA,6'1'',185.0,Vanderbilt,,,,,2014,Vanderbilt,,,71.0,
Shawn Stankavage,QB,Raleigh,NC,6'2'',176.0,Vanderbilt,,NR,NR,NR,2014,Vanderbilt,,,,
Charles Wright,DE,Irvine,CA,6'3'',193.0,Vanderbilt,,,,,2014,Vanderbilt,,,,
Caleb Scott,WR,Suwanee,GA,6'3'',181.0,Vanderbilt,,,,,2014,Vanderbilt,,,,
Davis Winkie,LS,Cumming,GA,6'5'',250.0,Vanderbilt,,,,,2014,Vanderbilt,,,,
Riley Tindol,DT,Prattville,AL,6'5'',270.0,Vanderbilt,,,,,2014,Vanderbilt,,,,
Kyle Shurmur,QB-PP,Wyndmoor,PA,6'4'',210.0,Vanderbilt,,7,,,2015,Vanderbilt,8,1,83.0,
Josh Smith,OLB,Murfreesboro,TN,6'3'',220.0,Vanderbilt,,13,,,2015,Vanderbilt,,,81.0,
Donovan Sheffield,CB,Nashville,TN,5'11'',172.0,Vanderbilt,,24,,,2015,Vanderbilt,160,11,80.0,
Caleb Peart,DE,Chandler,AZ,6'0'',234.0,Vanderbilt,,46,,,2015,Vanderbilt,84,6,79.0,
Nehemiah Mitchell,DE (JC),Oakland,CA,6'5'',255.0,Vanderbilt,,8,,,2015,Vanderbilt, NR, NR,78.0,
Jared Pinkney,WR,Norcross,GA,6'5'',224.0,Vanderbilt,,,,,2015,Vanderbilt, None, None,78.0,
Dare Odeyingbo,RB,Irving,TX,6'1'',235.0,Vanderbilt,,75,,,2015,Vanderbilt,145,120,77.0,
Kyle Anderton,QB-PP,Gallatin,TN,6'3'',248.0,Vanderbilt,,39,,,2015,Vanderbilt,,,77.0,
Ean Pfeifer,OT,Bentonville,AR,6'4'',290.0,Vanderbilt,,102,,,2015,Vanderbilt,,,76.0,
Jordan Griffin,ILB,Seffner,FL,5'10'',208.0,Vanderbilt,,35,,,2015,Vanderbilt,497,174,75.0,
Sam Dobbs,WR,Fairburn,GA,6'5'',219.0,Vanderbilt,,154,,,2015,Vanderbilt,,,75.0,
Josh Crawford,RB,Elmore,AL,5'10'',205.0,Vanderbilt,,113,,,2015,Vanderbilt,,,75.0,
Andrew Rector,S,Nashville,TN,6'1'',190.0,Vanderbilt,,100,,,2015,Vanderbilt,,,74.0,
Justin Skule,OT,Clifton,VA,6'6'',300.0,Vanderbilt,,,,,2015,Vanderbilt,191,42,73.0,
Darion Debrossard,OG,Snellville,GA,6'4'',305.0,Vanderbilt,,122,,,2015,Vanderbilt,658,151,73.0,
Jared Southers,OT,West Orange,NJ,6'5'',287.0,Vanderbilt,,144,,,2015,Vanderbilt,,,73.0,
Jay Hockaday,ILB,Nashville,TN,6'3'',215.0,Vanderbilt,,,,,2015,Vanderbilt, None, None,,
Jaire George,ILB,Hyattsville,MD,6'2'',220.0,Vanderbilt,,,,,2015,Vanderbilt, NR, NR,,
Tre' Douglas,CB,McDonough,GA,6'1'',195.0,82.0,Vanderbilt,38,,,2018,Vanderbilt,125,7,,
Camron Johnson,WR,Brentwood,TN,6'0'',180.0,81.0,Vanderbilt,20,,,2018,Vanderbilt,143,9,,
Brendon Harris,S,Chattanooga,TN,6'1'',205.0,81.0,Vanderbilt,20,,,2018,Vanderbilt,36,8,,
Allan Walters,QB-PP,Hightstown,NJ,6'2'',203.0,80.0,Vanderbilt,18,,,2018,Vanderbilt,60,47,,
Alston Orji,OLB,Rockwall,TX,6'1'',223.0,80.0,Vanderbilt,6,,,2018,Vanderbilt,237,16,,
Gavin Schoenwald,TE-H,Brentwood,TN,6'5'',220.0,79.0,Vanderbilt,27,,,2018,Vanderbilt,,,,
Salua Masina,OLB,Salt Lake City,UT,6'4'',198.0,79.0,Vanderbilt,17,,,2018,Vanderbilt,70,14,,
Elijah McAllister,TE-Y,Rumson,NJ,6'6'',210.0,78.0,Vanderbilt,10,,,2018,Vanderbilt,76,15,,
Daniel Dawkins,OC,Hightstown,NJ,6'1'',296.0,78.0,Vanderbilt,18,,,2018,Vanderbilt,,,,
Ben Bresnahan,TE-Y,Cumming,GA,6'5'',230.0,78.0,Vanderbilt,44,,,2018,Vanderbilt,429,158,,
Javeon Marlow,RB,Winter Haven,FL,5'10'',192.0,76.0,Vanderbilt,13,,,2018,Vanderbilt,,,,
Javan Rice,K,Miami,FL,6'2'',190.0,76.0,Vanderbilt,,,,2018,Vanderbilt,,,,
Dashaun Jerkins,S,Woodbridge,VA,5'11'',188.0,75.0,Vanderbilt,99,,,2018,Vanderbilt,528,201,,
Tyler Steen,OT,Fort Lauderdale,FL,6'4'',264.0,75.0,Vanderbilt,191,,,2018,Vanderbilt,531,21,,
C.J. Bolar,WR,Purvis,MS,6'2'',180.0,75.0,Vanderbilt,77,,,2018,Vanderbilt,536,204,,
Maxwell Worship,S,Fort Lauderdale,FL,6'1'',184.0,75.0,Vanderbilt,77,,,2018,Vanderbilt,,,,
Wyatt Smock,OG,Louisville,KY,6'3'',290.0,75.0,Vanderbilt,205,,,2018,Vanderbilt,582,127,,
Amir Abdur-Rahman,WR,Atlanta,GA,6'3'',195.0,74.0,Vanderbilt,,,,2018,Vanderbilt,,,,
Bridges Anderson,WR,Andalusia,AL,,,,Vanderbilt,,,,2018,Vanderbilt,,,,
Marcus Bradley,DT,Gaithersburg,MD,6'3'',270.0,83,,11,,,2021,Vanderbilt,21,7,3,Vanderbilt
Devin Lee,DT,McDonough,GA,6'3'',275.0,78,,43,,,2021,Vanderbilt,277,58,3,Vanderbilt
Terion Sugick,DT,Fort Washington,MD,6'2'',290.0,77,,46,,,2021,Vanderbilt,,,3,Vanderbilt
Quincy Skinner Jr.,WR,Fort Lauderdale,FL,6'1'',180.0,77,,111,,,2021,Vanderbilt,,,3,Vanderbilt
James Ziglor III,ATH,Kennesaw,GA,5'11'',185.0,76,,399,,,2021,Vanderbilt,74,89,3,Vanderbilt
Errington Truesdell,ILB,College Park,GA,6'0'',215.0,76,,29,,,2021,Vanderbilt,403,92,3,Vanderbilt
Delfin Castillo,OT,Baltimore,MD,6'5'',320.0,76,,86,,,2021,Vanderbilt,,,3,Vanderbilt
Miles Capers,DE,Sumter,SC,6'5'',220.0,75,,115,,,2021,Vanderbilt,468,18,3,Vanderbilt
John Howse IV,ATH,Brentwood,TN,6'2'',185.0,75,,485,,,2021,Vanderbilt,,,3,Vanderbilt
C.J. Taylor,S,McMinnville,TN,6'0'',195.0,75,,502,,,2021,Vanderbilt,88,31,3,Vanderbilt
Gage Pitchford,OG,Sharpsburg,GA,6'6'',275.0,74,,74,,,2021,Vanderbilt,,,3,Vanderbilt
Michael Mincey,ILB,Waycross,GA,6'1'',215.0,74,,45,,,2021,Vanderbilt,572,128,3,Vanderbilt
Alan Wright,CB,College Park,GA,6'0'',180.0,74,,120,,,2021,Vanderbilt,,,3,Vanderbilt
Tyler Bence,DT,Huntsville,AL,6'3'',260.0,74,,594,,,2021,Vanderbilt,,,3,Vanderbilt
Tyson Russell,CB,Fort Lauderdale,FL,5'10'',165.0,74,,125,,,2021,Vanderbilt,611,199,3,Vanderbilt
Jake Ketschek,OT,Richland,NJ,6'4'',320.0,74,,122,,,2021,Vanderbilt,,,3,Vanderbilt
Dylan Betts-Pauley,RB,Birmingham,AL,6'0'',215.0,74,,112,,,2021,Vanderbilt,636,60,3,Vanderbilt
Jacques Hunter,DE,Valdosta,GA,6'3'',210.0,74,,154,,,2021,Vanderbilt,,,3,Vanderbilt
Ezra McAllister,ATH,Marshall,MI,6'0'',170.0,73,,131,,,2021,Vanderbilt,208,45,3,Vanderbilt
Gunnar Hansen,OG,Fort Lauderdale,FL,6'5'',305.0,73,,103,,,2021,Vanderbilt,,,3,Vanderbilt
Marlen Sewell,CB,Birmingham,AL,6'0'',170.0,72,,174,,,2021,Vanderbilt,,,2,Vanderbilt
Gamarion Carter,WR,Toccoa,GA,6'2'',175.0,71,,279,,,2021,Vanderbilt,861,188,2,Vanderbilt
Patrick Smith,RB,Absecon,NJ,5'11'',185.0,70,,149,,,2021,Vanderbilt,,,2,Vanderbilt
Re'Mahn Davis,RB,Blairstown,NJ,5'9'',215.0,70,,,,,2021,Vanderbilt,,,TR,Vanderbilt
Oyenmwen Uzebu,OT,Morgantown,WV,6'6'',305.0,70,,,,,2021,Vanderbilt,,,TR,Vanderbilt
Martel Hight,CB,Rome,GA,6'0'',170.0,81,Vanderbilt,33,,,2023,Vanderbilt,139,25,,
London Humphreys,WR,Nashville,TN,6'2'',195.0,78,Vanderbilt,80,,,2023,Vanderbilt,286,22,,
Jalen Gilbert,S,Round Rock,TX,6'1'',190.0,78,Vanderbilt,53,,,2023,Vanderbilt,142,107,,
Sedrick Alexander,RB,Austin,TX,5'9'',190.0,77,Vanderbilt,53,,,2023,Vanderbilt,191,142,,
Ethan Crisp,OLB,Mount Juliet,TN,6'3'',210.0,77,Vanderbilt,61,,,2023,Vanderbilt,357,27,,
Ted Gregoire,DT,Jersey City,NJ,6'5'',275.0,77,Vanderbilt,67,,,2023,Vanderbilt,,,,
Bryan Longwell,ILB,Nashville,TN,6'1'',220.0,77,Vanderbilt,34,,,2023,Vanderbilt,414,28,,
Barrett Maddox,OT,Clinton,TN,6'6'',280.0,76,Vanderbilt,90,,,2023,Vanderbilt,428,30,,
Jailen Ruth,OLB,Hawthorne,FL,6'2'',195.0,76,Vanderbilt,80,,,2023,Vanderbilt,,,,
Deago Benson,RB,Midlothian,TX,6'0'',200.0,76,Vanderbilt,80,,,2023,Vanderbilt,,,,
De'Marion Thomas,DT,Tulsa,OK,6'3'',320.0,76,Vanderbilt,168,,,2023,Vanderbilt,511,33,,
